,Agent,Value,Consumption,i_a,m
214,S214,9.614435532807011,4.413507883133229,0.45,0.9
215,S215,7.1387531650662295,3.277777289049975,0.45,0.9
216,S216,3.2060279136455554,3.094840280157192,0.45,0.9
217,S217,5.197851593843186,4.002998997352483,0.45,0.9
218,S218,1.900246690384682,3.0413095582999925,0.45,0.9
219,S219,3.065599318863568,2.9846233419198716,0.45,0.9
220,S220,-2.2883676588230495,1.4173123067032496,0.45,0.9
221,S221,-1.9944950351777444,1.4232608227440777,0.45,0.9
222,S222,8.180741302127817,4.039683703596905,0.45,0.9
223,S223,-2.034353327345169,1.6995584393441119,0.45,0.9
224,S224,-4.424610686297057,1.577123733900745,0.45,0.9
225,S225,8.180187350593762,7.730153875582822,0.45,0.9
226,S226,-3.648828800675598,2.0194301768503933,0.45,0.9
227,S227,5.460972146667012,4.8187809270503585,0.45,0.9
228,S228,11.210512337354366,6.016762859435488,0.45,0.9
229,S229,8.464557990951688,7.708737518589374,0.45,0.9
230,S230,-2.9287986281695186,2.841230906518224,0.45,0.9
231,S231,-2.495571341433642,2.864170833434454,0.45,0.9
232,S232,-14.117133400559968,0.8020649470756283,0.45,0.9
233,S233,-1.4079225989670245,3.5172650167795565,0.45,0.9
234,S234,3.284880874757836,2.540092859032431,0.45,0.9
235,S235,-8.005224733595382,0.810738494090652,0.45,0.9
236,S236,4.695090048843216,2.9836769147661526,0.45,0.9
237,S237,-8.094332957867268,0.8007333180667067,0.45,0.9
238,S238,-12.188805340992495,0.8683684455774133,0.45,0.9
239,S239,-7.594497827178095,0.822265734440654,0.45,0.9
240,S240,-3.3003567508594855,2.6392231396385357,0.45,0.9
241,S241,3.277161975265808,2.713274500785565,0.45,0.9
242,S242,-8.4653631070485,1.3743907150578298,0.45,0.9
243,S243,-2.867185331055854,2.903986831336818,0.45,0.9
244,S244,3.904614909466703,1.7461613575464818,0.45,0.9
245,S245,-2.457337754698258,1.2609747528312074,0.45,0.9
246,S246,12.467561112604642,1.784576368584057,0.45,0.9
247,S247,4.632656714761412,0.8715708122381726,0.45,0.9
248,S248,-1.7057164761164791,1.6287162062949228,0.45,0.9
249,S249,4.736649983631784,0.8423038093050215,0.45,0.9
250,S250,7.5790383192447575,2.828932287677378,0.45,0.9
251,S251,6.384847083684633,2.752631032798476,0.45,0.9
252,S252,6.954251334747391,2.440711707126267,0.45,0.9
253,S253,8.30919357244139,3.054149054596041,0.45,0.9
254,S254,3.9709764223445356,3.024537903004909,0.45,0.9
255,S255,3.926740077242658,2.8561548834149137,0.45,0.9
256,S256,3.3572063211372267,3.255050604986364,0.45,0.9
257,S257,1.9912990778147799,2.546817997476327,0.45,0.9
258,S258,6.27202189776393,2.5522243601839687,0.45,0.9
259,S259,2.5883076343620592,2.7895452704144956,0.45,0.9
260,S260,-6.262552665471483,1.105739345867675,0.45,0.9
261,S261,-11.001111316691832,1.009429716529662,0.45,0.9
262,S262,13.101324637827666,13.697961268440963,0.45,0.9
263,S263,-5.9677564532640845,1.3574043803141056,0.45,0.9
264,S264,-5.124239692730402,1.0115420955946655,0.45,0.9
265,S265,21.76141768003027,23.49776613552485,0.45,0.9
266,S266,-9.329345813076321,1.1428956851800371,0.45,0.9
267,S267,9.760424916052067,12.378298054069553,0.45,0.9
268,S268,15.645000431894857,29.660362195783616,0.45,0.9
269,S269,16.86924779679104,25.45764297951065,0.45,0.9
270,S270,4.035862161578521,2.920162231186006,0.45,0.9
271,S271,5.901713523974604,2.978786078443688,0.45,0.9
272,S272,2.074981586612333,2.2541724505691816,0.45,0.9
273,S273,4.035862161578521,2.920162231186006,0.45,0.9
274,S274,6.506032798114821,2.6740391756259894,0.45,0.9
275,S275,4.413525647477271,2.0543786673754063,0.45,0.9
276,S276,8.357543855432365,2.7114190155818627,0.45,0.9
277,S277,6.3473304716029215,2.061883642959131,0.45,0.9
278,S278,4.0035994842327876,2.289080457499529,0.45,0.9
279,S279,6.3473304716029215,2.061883642959131,0.45,0.9
280,S280,-3.5205231426470864,1.17503110106391,0.45,0.9
281,S281,-1.0055324205501226,1.2162013438007293,0.45,0.9
282,S282,-35.17453742780142,0.13081044354531707,0.45,0.9
283,S283,-1.6303393611423367,1.9659196044051526,0.45,0.9
284,S284,-11.140268087593586,1.1473208488413746,0.45,0.9
285,S285,-14.933723672037276,0.13081022891290753,0.45,0.9
286,S286,-3.40463304936145,2.4655951692800167,0.45,0.9
287,S287,-36.555812990381185,0.13081050561416754,0.45,0.9
288,S288,-10.186897704840938,0.13081052194142784,0.45,0.9
289,S289,-12.977564569718275,0.1308112668590619,0.45,0.9
290,S290,3.7262245885088063,4.338558739649155,0.45,0.9
291,S291,-2.0824791286359874,4.051438263663766,0.45,0.9
292,S292,2.3920460830654102,3.4829435221376635,0.45,0.9
293,S293,2.7169037176185045,3.7223255813887417,0.45,0.9
294,S294,9.138153772089488,3.5125208271001704,0.45,0.9
295,S295,6.928298074391213,2.5582372258399877,0.45,0.9
296,S296,2.4861297464254273,2.9131993476296763,0.45,0.9
297,S297,1.785329707184304,2.693227325469935,0.45,0.9
298,S298,-4.593846187497023,2.782212065148561,0.45,0.9
299,S299,1.0695727336626484,2.3900655131668014,0.45,0.9
300,S300,6.850705571751448,1.9967393960463402,0.45,0.9
301,S301,5.4354389664576725,1.9737732510076738,0.45,0.9
302,S302,9.15773191477238,2.8984196755323572,0.45,0.9
303,S303,7.888646254448504,2.2877757066065163,0.45,0.9
304,S304,6.850705571751448,1.9967393960463402,0.45,0.9
305,S305,11.338174248204972,3.5728781444271753,0.45,0.9
306,S306,6.4132692620233,2.302551159913281,0.45,0.9
307,S307,7.859982232544734,2.841381810905258,0.45,0.9
308,S308,9.939878079002149,3.555325288395654,0.45,0.9
309,S309,9.939878079002149,3.555325288395654,0.45,0.9
310,S310,4.441741549622109,6.47772424120402,0.45,0.9
311,S311,11.337606400421448,6.622982283163254,0.45,0.9
312,S312,-4.729849375237683,2.3024426457011704,0.45,0.9
313,S313,-2.8234332385602294,2.704264658542971,0.45,0.9
314,S314,3.306963129111374,6.811293648173881,0.45,0.9
315,S315,-9.977800245927732,1.372096010188308,0.45,0.9
316,S316,4.026403284833758,3.286392963178926,0.45,0.9
317,S317,1.5278884478093322,2.4129290498327154,0.45,0.9
318,S318,1.0731191439607355,1.5905218636094465,0.45,0.9
319,S319,0.0591081173999673,1.6260170918984909,0.45,0.9
320,S320,-7.8220862708405,1.9196302212191674,0.45,0.9
321,S321,-7.699362667432851,1.9152051268562267,0.45,0.9
322,S322,-4.584555063068325,3.004021781019908,0.45,0.9
323,S323,-8.235689733509705,1.8012155050824679,0.45,0.9
324,S324,-5.615132526395709,1.8542609520176785,0.45,0.9
325,S325,-2.517277418744816,2.4500064829581394,0.45,0.9
326,S326,-5.693127466746318,1.7508250897321118,0.45,0.9
327,S327,-1.8622500943990878,2.64732685889365,0.45,0.9
328,S328,-4.971750091574824,2.752697360892734,0.45,0.9
329,S329,-2.2793122184216825,2.4570418529372646,0.45,0.9
330,S330,4.218443921315476,2.7520050363159325,0.45,0.9
331,S331,4.267572519720401,2.7550690139061067,0.45,0.9
332,S332,4.695177522639359,3.1009074996967323,0.45,0.9
333,S333,3.2310516399145777,2.3907881731074485,0.45,0.9
334,S334,9.572603813485445,2.6303324750772754,0.45,0.9
335,S335,8.540954365202076,2.647852524954631,0.45,0.9
336,S336,8.26220862664179,2.388426327407263,0.45,0.9
337,S337,10.096797325794606,2.9588196511971954,0.45,0.9
338,S338,3.6156712798452535,2.656784869032124,0.45,0.9
339,S339,8.567064987550822,2.65273898721286,0.45,0.9
340,S340,7.878935018893177,5.996341499412076,0.45,0.9
341,S341,7.945968309445864,5.990512585391827,0.45,0.9
342,S342,11.003584917488638,8.126012009404613,0.45,0.9
343,S343,6.2007396299109825,4.420358975488108,0.45,0.9
344,S344,11.998155230361528,4.023294512948621,0.45,0.9
345,S345,13.111501418542474,4.29365087545592,0.45,0.9
346,S346,10.671066748665005,3.2282955926649013,0.45,0.9
347,S347,15.473648654961286,5.588095297308131,0.45,0.9
348,S348,8.543314171604656,5.771037229122095,0.45,0.9
349,S349,13.197269164063163,4.291126543967689,0.45,0.9
350,S350,7.7377302017416,3.7156725931842485,0.45,0.9
351,S351,7.793199010647601,3.718670275057437,0.45,0.9
352,S352,-2.75076605055966,1.2906454526248476,0.45,0.9
353,S353,7.193472308359674,3.5017666046080844,0.45,0.9
354,S354,1.5594926102064768,4.38038860014756,0.45,0.9
355,S355,-7.8863831190112474,1.274745866132785,0.45,0.9
356,S356,1.0310365477070051,4.05270136960083,0.45,0.9
357,S357,-7.5331316684735805,1.3208255099445876,0.45,0.9
